"","Country.of.Origin","Farm.Name","Mill","Company","Altitude","Region","Producer","Number.of.Bags","Bag.Weight","In.Country.Partner","Harvest.Year","Grading.Date","Owner","Variety","Processing.Method","Aroma","Flavor","Aftertaste","Acidity","Body","Balance","Uniformity","Clean.Cup","Sweetness","Overall","Total.Cup.Points","Moisture","Category.One.Defects","Quakers","Color","Category.Two.Defects","Farm.Region","Region.Country","Quality.Classification"
"1249","Guatemala","el sacramento","beneficio ixchel","unex guatemala sa",1310.64,"oriente","luis rodriguez",250,"1 kg","Asociacion Nacional Del Café","2013","February 7th, 2013","juan luis alvarado romero","Bourbon","Washed / Wet",7,6.83,6.67,7.17,6.83,6.83,10,10,10,6.5,77.83,0.11,0,0,"Green",2,"el sacramento-oriente","oriente-Guatemala","Commodity"
"1250","Taiwan","dongshan gaoyuan village chief manor coffee tainan taiwan ","dongshan gaoyuan village chief manor coffee tainan, taiwan ??????????????","red on tree co ltd",775,"dongshan dist tainan city ","chen shuei lian ",100,"10 kg","Specialty Coffee Association","2012","May 29th, 2013","lin chehao krude ","Typica","Washed / Wet",7.17,6.75,6.58,7.33,7.33,7.17,9.33,9.33,10,6.67,77.67,0.11,0,0,"Bluish-Green",0,"dongshan gaoyuan village chief manor coffee tainan taiwan -dongshan dist tainan city ","dongshan dist tainan city -Taiwan","Commodity"
"1251","United States (Hawaii)",NA,NA,"kona pacific farmers cooperative",518.16,"kona",NA,5,"100 lbs","Specialty Coffee Association","2013","May 3rd, 2013","kona pacific farmers cooperative","Hawaiian Kona","Natural / Dry",7.58,7.67,7.58,7.67,7.42,7.42,9.33,9.33,6,7.58,77.58,0.12,1,0,"Green",5,"NA-kona","kona-United States (Hawaii)","Commodity"
"1252","Mexico","rancho los laureles","rancho los laureles","Other",1300,"coatepec","rubria ochoa bello",23,"1 kg","AMECAFE","2012","September 17th, 2012","Other","Typica","Washed / Wet",7.17,6.75,6.58,6.75,6.83,6.75,10,10,10,6.67,77.5,0.13,0,0,"Green",3,"rancho los laureles-coatepec","coatepec-Mexico","Commodity"
"1253","Guatemala","la esperanza y anexos","beneficio ixchel","unex guatemala sa",1310.64,"oriente","margarita de nuyens yo carlos nuyens",250,"1 kg","Asociacion Nacional Del Café","2013","January 29th, 2013","juan luis alvarado romero","Bourbon","Washed / Wet",7.08,6.92,6.33,7,6.92,7,10,10,10,6.17,77.42,0.11,2,0,"Green",15,"la esperanza y anexos-oriente","oriente-Guatemala","Commodity"
"1254","Brazil","fazenda capoeirnha","dry mill","ipanema coffees",890,"south of minas","ipanema agricola sa",320,"60 kg","Brazil Specialty Coffee Association","2018","October 20th, 2017","ipanema coffees","Bourbon","Natural / Dry",7.5,7.33,7.42,7.58,7.58,6.92,8,8,10,7,77.33,0,0,0,"Green",3,"fazenda capoeirnha-south of minas","south of minas-Brazil","Commodity"
"1255","Guatemala",NA,"las americas","outspan guatemala sa",1219.2,"oriente","varios",275,"69 kg","Asociacion Nacional Del Café","2014","April 8th, 2014","juan luis alvarado romero","Other","Washed / Wet",7.33,7,6.83,7.17,7.17,7.17,9.33,9.33,9.33,6.67,77.33,0.1,1,0,"Green",2,"NA-oriente","oriente-Guatemala","Commodity"
"1256","Mexico","el naranjo","zaragoza itundujia, oaxaca","cafeorganicomx",1500,"zaragoza itundujia","aquilino garcía riaño",10,"1 kg","AMECAFE","2012","September 13th, 2012","israel eduardo paz garcia","Typica","Washed / Wet",7.33,7,6.67,7,6.92,6.92,9.33,9.33,10,6.83,77.33,0.15,4,0,"None",5,"el naranjo-zaragoza itundujia","zaragoza itundujia-Mexico","Commodity"
"1257","Haiti",NA,"kkkld","Other",825,"dondon haiti","mixed",1,"4 lbs","Specialty Coffee Association","2013","May 5th, 2014","Other","Typica","Washed / Wet",6.83,6.83,6.83,6.75,6.92,6.92,9.33,10,10,6.83,77.25,0.1,0,0,NA,1,"NA-dondon haiti","dondon haiti-Haiti","Commodity"
"1258","United States (Hawaii)",NA,"kona pacific farmers cooperative","kona pacific farmers cooperative",518.16,"kona","kona pacific farmers cooperative",9,"2 lbs","Specialty Coffee Association","2013","January 27th, 2014","eileen koyanagi","Hawaiian Kona","Natural / Dry",7.08,6.92,6.83,6.67,7.58,7.42,8.67,9.33,10,6.75,77.25,0.12,1,0,"Green",5,"NA-kona","kona-United States (Hawaii)","Commodity"
"1259","Mexico","finca los andes","finca la fortuna","Other",1200,"motozintla chiapas","alejandro garcía palacios",10,"1 kg","AMECAFE","2012","September 11th, 2012","Other","Other","Washed / Wet",7.08,7,7,7.25,7.33,7.25,8.67,8.67,10,6.92,77.17,0.12,1,0,"Green",11,"finca los andes-motozintla chiapas","motozintla chiapas-Mexico","Commodity"
"1260","Peru","producer group approx 1000 farmers","n/a","Other",1200,"san ignacio","sol y cafe",275,"2 kg","Specialty Coffee Association","2014","June 16th, 2015","Other","Caturra","Washed / Wet",7.42,7.75,7.42,7.67,7.92,7.83,8.67,5.33,9.33,7.67,77,0,7,0,"Green",9,"producer group approx 1000 farmers-san ignacio","san ignacio-Peru","Commodity"
"1261","India",NA,"aspinwall & co. ltd, mangalore","Other",1306.60955631206,"chickmangalore","aspinwall  co ltd",20,"50 kg","Specialty Coffee Association","2016","January 16th, 2017","Other","Other","Natural / Dry",7.67,7.33,7.17,6.67,7.17,7.42,9.33,10,6.67,7.42,76.83,0,0,7,"Green",0,"NA-chickmangalore","chickmangalore-India","Commodity"
"1262","Mexico",NA,"various smallholders' wet mills","Other",1200,"pluma hidalogo oaxaca","various smallholders",250,"6","Specialty Coffee Association","2009","April 9th, 2010","Other","Typica","Other",6.67,6.33,6.42,6.83,7,6.92,10,10,10,6.58,76.75,0,0,0,NA,0,"NA-pluma hidalogo oaxaca","pluma hidalogo oaxaca-Mexico","Commodity"
"1263","Guatemala","conquista  morito","beneficio ixchel","Other",1402.08,"oriente","conquistamorito",250,"2 kg","Asociacion Nacional Del Café","2012","January 3rd, 2012","juan luis alvarado romero","Bourbon","Washed / Wet",6.42,6.5,6.5,7.33,6.33,6.92,10,10,10,6.5,76.5,0.12,0,0,"None",4,"conquista  morito-oriente","oriente-Guatemala","Commodity"
"1264","Mexico",NA,"exportadora moretto s.a. de c.v.","Other",1100,"coatepec","castulo gutierrez",10,"1 kg","AMECAFE","2012","July 26th, 2012","Other","Typica","Washed / Wet",7.17,6.58,6.58,7,7.25,6.58,9.33,9.33,10,6.58,76.42,0.13,0,0,"Green",14,"NA-coatepec","coatepec-Mexico","Commodity"
"1265","Guatemala","agropecuaria quiagral","beneficio ixchel","unex guatemala sa",1310.64,"oriente","agropecuaria quiagral",250,"69 kg","Asociacion Nacional Del Café","2012","April 30th, 2012","juan luis alvarado romero","Bourbon","Washed / Wet",7.5,7,6.83,7.5,7.17,7.33,8.67,8.67,8.67,7,76.33,0.11,0,0,"Green",8,"agropecuaria quiagral-oriente","oriente-Guatemala","Commodity"
"1266","Guatemala","conquista  morito","beneficio ixchel","Other",1402.08,"oriente","conquistamorito",250,"2 kg","Asociacion Nacional Del Café","2012","January 3rd, 2012","juan luis alvarado romero","Bourbon","Washed / Wet",6.17,6.5,6.5,7.17,7,6.83,10,10,10,6.17,76.33,0.11,0,0,NA,5,"conquista  morito-oriente","oriente-Guatemala","Commodity"
"1267","United States (Hawaii)",NA,NA,"kona pacific farmers cooperative",518.16,"kona",NA,2,"100 lbs","Specialty Coffee Association","2014","March 18th, 2014","eileen koyanagi","Hawaiian Kona","Natural / Dry",7.25,7.08,6.83,7.17,7.33,6.83,8.67,8.67,9.33,7.08,76.25,0,0,0,"Green",0,"NA-kona","kona-United States (Hawaii)","Commodity"
"1268","United States (Hawaii)",NA,"kona pacific farmers cooperative","kona pacific farmers cooperative",518.16,"kona","kona pacific farmers cooperative",6,"100 lbs","Specialty Coffee Association","2013","January 20th, 2014","eileen koyanagi","Hawaiian Kona","Natural / Dry",7.5,7.33,7.33,7.58,7.67,7.25,8,8,8,7.5,76.17,0,0,0,"Bluish-Green",3,"NA-kona","kona-United States (Hawaii)","Commodity"
"1269","Mexico","agua de la mariposa","zaragoza itundujia, oaxaca","cafeorganicomx",1400,"zaragoza itundujia","isidora heras hernandez",11,"1 kg","AMECAFE","2012","September 17th, 2012","israel eduardo paz garcia","Typica","Washed / Wet",7.42,7,6.83,7.08,6.92,6.83,7.33,10,10,6.75,76.17,0.16,2,0,"None",4,"agua de la mariposa-zaragoza itundujia","zaragoza itundujia-Mexico","Commodity"
"1270","Indonesia","1","1","Other",3500,"indonesia","1",15,"2 kg","Specialty Coffee Association","2011","January 18th, 2012","Other","Other","Natural / Dry",7.33,7,6.5,6.08,7.58,6.33,9.33,10,9.33,6.67,76.17,0.12,4,0,"None",26,"1-indonesia","indonesia-Indonesia","Commodity"
"1271","Mexico","finca tepictla","tepictla y xalapa veracruz","Other",1250,"tepictla","guillermo eduardo bobadilla muguira",20,"1 kg","AMECAFE","2012","September 10th, 2012","Other","Bourbon","Washed / Wet",7.08,6.83,6.83,7.17,7.17,7.08,10,7.33,10,6.58,76.08,0.12,0,0,"Green",12,"finca tepictla-tepictla","tepictla-Mexico","Commodity"
"1272","Honduras",NA,"cafes finos de exportacion s. de r.l.","Other",1350,"intibuca","cooperativa coaquil",275,"2 kg","Instituto Hondureño del Café","2014","May 15th, 2014","Other","Pacas","Natural / Dry",6.83,6.83,6.67,6.83,7,6.83,9.33,8.67,10,7,76,0.11,0,0,"Green",7,"NA-intibuca","intibuca-Honduras","Commodity"
"1273","Philippines",NA,NA,"Other",1000,"benguet mountain province","various smallholders",1,"2 kg","Specialty Coffee Association","2012","May 14th, 2013","Other","Typica","Washed / Wet",6.83,6.5,6.5,6.92,6.75,7,9.33,10,9.33,6.67,75.83,0.12,0,0,"Green",2,"NA-benguet mountain province","benguet mountain province-Philippines","Commodity"
"1274","Brazil",NA,"copag","Other",996.5,"monte carmelo",NA,440,"59 kg","Brazil Specialty Coffee Association","2018","October 27th, 2017","Other","Bourbon","Natural / Dry",7.17,7,6.83,7.5,7.17,7,8,8,10,7,75.67,0.11,0,1,"Green",6,"NA-monte carmelo","monte carmelo-Brazil","Commodity"
"1275","Guatemala","agropecuaria quiagral","beneficio ixchel","unex guatemala sa",1310.64,"oriente","agropecuaria quiagral",250,"1 kg","Asociacion Nacional Del Café","2012","July 9th, 2012","juan luis alvarado romero","Bourbon","Washed / Wet",7.92,7.58,7.17,7.58,7.33,7.17,8,8,8,6.83,75.58,0.11,0,0,"Green",15,"agropecuaria quiagral-oriente","oriente-Guatemala","Commodity"
"1276","Guatemala","conquista  morito","beneficio ixchel","unex guatemala sa",1402.08,"oriente","conquista  morito",250,"1 kg","Asociacion Nacional Del Café","2012","January 6th, 2012","juan luis alvarado romero","Bourbon","Washed / Wet",6.67,6.5,6.33,7,7.17,6.75,8.67,10,10,6.5,75.58,0.12,0,0,NA,10,"conquista  morito-oriente","oriente-Guatemala","Commodity"
"1277","Mexico","la joya","palo blanco, tlacuilotepec, puebla","Other",1100,"tlacuilotepec","juana rodriguez gutierrez",10,"1 kg","AMECAFE","2012","September 12th, 2012","Other","Pacamara","Washed / Wet",7.5,7.25,6.92,7,7.17,6.83,8,8,10,6.83,75.5,0.11,4,0,"Green",20,"la joya-tlacuilotepec","tlacuilotepec-Mexico","Commodity"
"1278","Mexico","zaragoza montelibano pamal navil","zaragoza, montelibano, pamal navil","Other",1200,"ocosingo","sposel s de ss",100,"1 kg","AMECAFE","2012","September 12th, 2012","Other","Mundo Novo","Washed / Wet",7.17,6.92,6.67,6.83,7.25,7.75,10,6,10,6.58,75.17,0.11,0,0,"Green",20,"zaragoza montelibano pamal navil-ocosingo","ocosingo-Mexico","Commodity"
"1279","Mexico","finca monte grande",NA,"Other",1100,NA,"suraya magdalena lotfe calderon",36,"1 kg","AMECAFE","2012","June 6th, 2012","Other","Other","Washed / Wet",7.25,6.83,6.67,7.08,7.17,6.83,10,6.67,10,6.67,75.17,0.12,0,0,NA,8,"finca monte grande-NA","NA-Mexico","Commodity"
"1280","Mexico","peña campana","peña campana","Other",1280,"huautla de jimenez","martín jimenez casiano paulina cerqueda alvarez julio martinez teran",18,"1 kg","AMECAFE","2012","March 5th, 2012","Other","Typica","Washed / Wet",7.17,7.17,6.83,7.17,7.42,6.67,8.67,7.33,10,6.75,75.17,0.13,23,0,"Bluish-Green",29,"peña campana-huautla de jimenez","huautla de jimenez-Mexico","Commodity"
"1281","Mexico","la cruz","mecatlán veracruz","Other",850,"menglian","miguel lopez tirzo",43,"1 kg","AMECAFE","2012","July 11th, 2012","Other","Typica","Washed / Wet",7,6.92,6.75,6.92,7.17,6.83,10,6.67,10,6.75,75,0.14,15,0,"Green",7,"la cruz-menglian","menglian-Mexico","Commodity"
"1282","Mexico","el limón","zaragoza itundujia, oaxaca","cafeorganicomx",1500,"zaragoza itundujia","geremias riaño lopez",14,"1 kg","AMECAFE","2012","September 13th, 2012","israel eduardo paz garcia","Typica","Washed / Wet",7.08,6.75,6.58,7,7,6.75,8.67,8.67,10,6.42,74.92,0.17,0,0,"None",6,"el limón-zaragoza itundujia","zaragoza itundujia-Mexico","Commodity"
"1283","Mexico","la orduña","falcafe s.a. de c.v.","Other",1250,"coatepec","pablo enrique martinez gama",20,"1 kg","AMECAFE","2012","August 1st, 2012","Other","Typica","Washed / Wet",7.33,6.75,6.67,7.25,7.5,7,10,5.33,10,7,74.83,0.12,0,0,"Green",30,"la orduña-coatepec","coatepec-Mexico","Commodity"
"1284","Guatemala","conquista  morito","beneficio ixchel","unex guatemala sa",1402.08,"oriente","conquista  morito",250,"1 kg","Asociacion Nacional Del Café","2012","January 9th, 2012","juan luis alvarado romero","Bourbon","Washed / Wet",6.75,6.5,6.17,7,7.25,6.75,8,10,10,6.33,74.75,0.11,0,0,NA,8,"conquista  morito-oriente","oriente-Guatemala","Commodity"
"1285","Guatemala","conquista  morito","beneficio ixchel","unex guatemala sa",1402.08,"oriente","conquistamorito",250,"1 kg","Asociacion Nacional Del Café","2012","January 5th, 2012","juan luis alvarado romero","Bourbon","Washed / Wet",6.75,6.67,6.17,7.17,7,6.58,8,10,10,6.42,74.75,0.11,0,0,NA,10,"conquista  morito-oriente","oriente-Guatemala","Commodity"
"1286","Mexico","sierra madre","angel albino corzo, chiapas","Other",1700,"chiapas","cesmach varios",275,"1 kg","AMECAFE","2013","March 29th, 2013","Other","Typica","Washed / Wet",7.08,7,6.83,7.5,7.33,6.83,8,7.33,10,6.75,74.67,0.12,0,0,"Green",7,"sierra madre-chiapas","chiapas-Mexico","Commodity"
"1287","United States (Hawaii)",NA,NA,"kona pacific farmers cooperative",518.16,"kona",NA,3,"100 lbs","Specialty Coffee Association","2014","March 13th, 2014","eileen koyanagi","Hawaiian Kona","Natural / Dry",7.5,7.25,7,7.25,7.42,7.33,8,8.67,6.67,7.33,74.42,0,1,0,"Blue-Green",2,"NA-kona","kona-United States (Hawaii)","Commodity"
"1288","Guatemala","la castellana","beneficio ixchel","unex guatemala sa",1310.64,"oriente","agripec de la vega y cia",250,"69 kg","Asociacion Nacional Del Café","2013","June 6th, 2013","juan luis alvarado romero","Bourbon","Washed / Wet",6.5,6.33,6.5,7.5,7.33,6.83,8.67,10,8.67,6,74.33,0.11,1,0,"Green",1,"la castellana-oriente","oriente-Guatemala","Commodity"
"1289","Mexico","las ceibas","catuai amarillo sss","Other",1140,"chocaman veracruz","jorge octavio escamilla prado",20,"1 kg","AMECAFE","2012","September 10th, 2012","Other","Typica","Washed / Wet",7,6.58,6.67,6.83,7.08,6.83,10,6.67,10,6.67,74.33,0.14,3,0,"Green",11,"las ceibas-chocaman veracruz","chocaman veracruz-Mexico","Commodity"
"1290","Mexico","la marinael orizabeño","beneficio de café tecoxolco s. de r.l. de c.v.","Other",1200,"xalapa","myrna roxana gálvez gonzález",100,"1 kg","AMECAFE","2012","September 17th, 2012","Other","Typica","Washed / Wet",6.92,6.42,6.17,7.33,7.25,6.75,10,6.67,10,6.5,74,0.13,0,0,"None",27,"la marinael orizabeño-xalapa","xalapa-Mexico","Commodity"
"1291","Mexico","rancho vigia","rancho vigia","Other",1250,"coatepec","eugene holman pew",20,"1 kg","AMECAFE","2012","August 1st, 2012","Other","Typica","Washed / Wet",7.67,7,7.17,7.58,7.33,7.33,10,2.67,10,7.08,73.83,0.12,0,0,"Green",19,"rancho vigia-coatepec","coatepec-Mexico","Commodity"
"1292","United States (Hawaii)",NA,NA,"kona pacific farmers cooperative",518.16,"kona",NA,22,"100 lbs","Specialty Coffee Association","2012","April 6th, 2012","kona pacific farmers cooperative","Hawaiian Kona","Natural / Dry",7.17,7.17,7.17,7.58,7.67,6.92,9.33,6.67,6.67,7.33,73.67,0,9,0,NA,17,"NA-kona","kona-United States (Hawaii)","Commodity"
"1293","Brazil",NA,"dinamo armazens gerais ltda","bourbon specialty coffees",1100,"campos altos  cerrado",NA,300,"60 kg","Brazil Specialty Coffee Association","2016","December 28th, 2015","bourbon specialty coffees","Bourbon","Other",7.25,6.58,6.58,7,7,6.42,8,8,10,6.67,73.5,0.11,0,1,"Green",0,"NA-campos altos  cerrado","campos altos  cerrado-Brazil","Commodity"
"1294","Honduras",NA,"cafes finos de exportacion s. de r.l.","Other",1350,"intibuca","cooperativa coaquil",275,"2 kg","Instituto Hondureño del Café","2014","April 26th, 2014","Other","Pacas","Washed / Wet",7,7.17,6.83,7.17,7,7.17,8,8,8,7.08,73.42,0.11,1,0,"Green",16,"NA-intibuca","intibuca-Honduras","Commodity"
"1295","Mexico",NA,"u.c.i.r.i.","Other",1200,"sierra alta mixe y zapoteca","various small producers",280,"69 kg","Specialty Coffee Association","2014","May 8th, 2014","Other","Typica","Washed / Wet",7.08,7.08,6.92,7.08,6.92,6.92,8,8,8,6.92,72.92,0,1,0,NA,1,"NA-sierra alta mixe y zapoteca","sierra alta mixe y zapoteca-Mexico","Commodity"
"1296","Colombia",NA,NA,"Other",1200,NA,NA,1,"5 lbs","Specialty Coffee Association","2013","March 3rd, 2014","Other","Caturra","Natural / Dry",8,7.33,7.75,7.33,7.42,7.67,6.67,6.67,6.67,7.33,72.83,0,0,0,"Bluish-Green",15,"NA-NA","NA-Colombia","Commodity"
"1297","United States (Hawaii)",NA,NA,"kona pacific farmers cooperative",518.16,"kona",NA,11,"100 lbs","Specialty Coffee Association","2014","March 10th, 2014","eileen koyanagi","Hawaiian Kona","Natural / Dry",6.92,6.92,6.92,7.5,7.58,7.17,6.67,6.67,9.33,6.92,72.58,0.11,5,0,"Green",9,"NA-kona","kona-United States (Hawaii)","Commodity"
"1298","Haiti","2000 farmers","cooperative agro-industrielle de marmela","Other",1020,"marmelade","asosyasyon plantè kafe krètapen apcap asosyasyon plantè kafe basen apkbaasosyasyon plantè kafe",85,"130 lbs","Specialty Coffee Association","2010","August 23rd, 2011","Other","Typica","Other",6.92,6.75,7.08,7.17,7.33,6.67,10,5.33,8.67,6.42,72.33,0.08,1,0,NA,0,"2000 farmers-marmelade","marmelade-Haiti","Commodity"
"1299","Costa Rica",NA,"several","Other",1200,"occidental","beneficio la eva sa",250,"1 kg","Specialty Coffee Association of Costa Rica","2014","February 3rd, 2015","Other","Caturra","Washed / Wet",6.33,6.5,6.33,6.83,6.33,6.5,10,6.67,10,6.25,71.75,0.11,0,0,"Green",7,"NA-occidental","occidental-Costa Rica","Commodity"
"1300","Mexico","la vuelta","mazatepec, tlatlauquitepec, puebla","Other",800,"tlatlauquitepec","josé armando norberto borzani lemini",10,"1 kg","AMECAFE","2012","September 10th, 2012","Other","Mundo Novo","Washed / Wet",6.92,6.92,6.92,6.92,7.17,7,10,2.67,10,6.58,71.08,0.12,4,0,"Green",24,"la vuelta-tlatlauquitepec","tlatlauquitepec-Mexico","Commodity"
"1301","Mexico","la morena","tlamatoca, hutusco, ver.","Other",1800,"veracruz","ricardo aaron sampieri marini",25,"1 kg","AMECAFE","2012","July 11th, 2012","Other","Bourbon","Washed / Wet",6.5,6.67,6.42,7.17,7.33,6.5,8,6,10,6.42,71,0.11,0,0,"Green",0,"la morena-veracruz","veracruz-Mexico","Commodity"
"1302","Mexico",NA,"f.i.e.c.h.","Other",1000,"sierra norte yajalon chiapas","various small producers",280,"2 kg","Specialty Coffee Association","2014","May 5th, 2014","Other","Typica","Washed / Wet",6.92,7,6.83,6.92,7.42,6.92,6,6,10,6.75,70.75,0.12,0,0,"Green",1,"NA-sierra norte yajalon chiapas","sierra norte yajalon chiapas-Mexico","Commodity"
"1303","Brazil",NA,"copag","Other",982,"cerrado",NA,305,"59 kg","Brazil Specialty Coffee Association","2018","October 27th, 2017","Other","Bourbon","Natural / Dry",7,7,6.83,7,7.33,6.83,6,6,10,6.67,70.67,0.11,0,1,"Green",55,"NA-cerrado","cerrado-Brazil","Commodity"
"1304","Honduras","cerro bueno","cadexsa","cadexsa",1450,"marcala","omar acosta",275,"1 kg","Instituto Hondureño del Café","2014","May 15th, 2014","cadexsa","Catuai","Washed / Wet",6.67,6.5,6.17,6.67,6.83,6.17,8,8,8,6.33,69.33,0.1,0,0,"Green",4,"cerro bueno-marcala","marcala-Honduras","Commodity"
"1305","Honduras","cerro bueno","cadexsa","cadexsa",1450,"marcala","omar acosta",275,"1 kg","Instituto Hondureño del Café","2014","May 15th, 2014","cadexsa","Catuai","Washed / Wet",7,6.17,6.17,6.67,6.5,6.17,8,8,8,6.5,69.17,0.1,0,0,"Green",3,"cerro bueno-marcala","marcala-Honduras","Commodity"
"1306","Honduras","cerro bueno","cadexsa","cadexsa",1450,"marcala","omar acosta",275,"1 kg","Instituto Hondureño del Café","2014","May 15th, 2014","cadexsa","Catuai","Washed / Wet",7,6.33,6.17,6.5,6.67,6.17,8,8,8,6.33,69.17,0.1,0,0,"Green",4,"cerro bueno-marcala","marcala-Honduras","Commodity"
"1307","Mexico","el centenario","la esperanza, municipio juchique de ferrer, veracruz","Other",900,"juchique de ferrer","juan carlos garcía lopez",12,"1 kg","AMECAFE","2012","September 17th, 2012","Other","Bourbon","Washed / Wet",7.08,6.83,6.25,7.42,7.25,6.75,10,0,10,6.75,68.33,0.11,0,0,"None",20,"el centenario-juchique de ferrer","juchique de ferrer-Mexico","Commodity"
